,workoutid,route_prediction,perf_prediction,userid,diff_altitude,geo_distance,heart_rate_avg,speed_avg,elapsed_time,user_avg_speed,user_avg_dist
60,587792321,1,0,3375182,597.200012207,0.322855889797,138.0,8.81746768951,11471.0,7.71551942825,0.408742020528
61,368328214,1,0,3375182,943.799987793,0.558062374592,138.75100708,6.8099822998,22350.0,7.71551942825,0.408742020528
62,396293266,1,0,3375182,629.200012207,0.345307797194,141.192001343,7.51910829544,15015.0,7.71551942825,0.408742020528
63,91117844,1,2,5727574,704.645996094,0.335855811834,148.0,13.9387350082,6073.0,12.4681739807,0.305740907788
64,75551585,1,2,5727574,618.609008789,0.275626003742,128.0,10.9976129532,6353.0,12.4681739807,0.305740907788
65,182507842,1,2,212295,606.799987793,0.289296090603,142.361999512,10.3311796188,9518.0,7.60423463186,0.248787656426
66,638528459,1,0,212295,1138.59997559,0.158185809851,125.0,6.5975818634,8111.0,7.60423463186,0.248787656426
67,90300228,1,0,212295,1253.79992676,0.361202389002,144.020004272,9.34707546234,13405.0,7.60423463186,0.248787656426
68,638528988,1,0,212295,775.0,0.2118460536,151.0,6.41426753998,12617.0,7.60423463186,0.248787656426
69,2371561,1,0,212295,618.607971191,0.232014745474,157.707000732,7.57941627502,12004.0,7.60423463186,0.248787656426
70,649505598,1,2,212295,1023.20001221,0.371661007404,164.0,9.30553722382,13095.0,7.60423463186,0.248787656426
71,395238636,1,0,212295,789.200012207,0.20411850512,125.0,5.94387054443,12805.0,7.60423463186,0.248787656426
72,186669003,1,0,212295,697.799987793,0.16325289011,142.51600647,7.22688484192,8210.0,7.60423463186,0.248787656426
73,649504875,1,0,212295,701.600036621,0.14000312984,138.0,6.2570681572,8121.0,7.60423463186,0.248787656426
74,22374275,1,0,212295,1258.0,0.267190158367,171.578994751,7.51195478439,13181.0,7.60423463186,0.248787656426
75,337826957,1,0,212295,1250.79992676,0.26175609231,152.789001465,6.16234207153,14934.0,7.60423463186,0.248787656426
76,646209893,1,0,212295,1220.19995117,0.19225731492,152.0,7.92425870895,7991.0,7.60423463186,0.248787656426
77,186668137,1,0,212295,1066.59997559,0.192175969481,140.134994507,5.97008180618,11748.0,7.60423463186,0.248787656426
78,649505761,1,2,212295,1097.19995117,0.255882173777,177.0,9.52911758423,9237.0,7.60423463186,0.248787656426
79,89684416,1,0,212295,1252.59997559,0.430972516537,145.802001953,7.96288299561,18724.0,7.60423463186,0.248787656426
80,632574912,1,0,3556695,614.200012207,0.368348449469,154.0,5.58544063568,21039.0,5.97810602188,0.300245337188
81,626419889,1,0,3556695,627.799987793,0.232142224908,154.102005005,6.37077140808,11789.0,5.97810602188,0.300245337188
82,304742997,1,0,10943750,792.200012207,0.163925483823,139.057006836,7.24790048599,7725.0,6.79721367359,0.159474473447
83,298378776,1,0,10943750,618.400024414,0.165732264519,148.169006348,7.31243515015,8382.0,6.79721367359,0.159474473447
84,264050173,1,0,10943750,718.799987793,0.142744109035,98.0,3.64256858826,12672.0,6.79721367359,0.159474473447
85,264050082,1,2,10943750,715.400024414,0.16549603641,186.736999512,8.98595046997,5558.0,6.79721367359,0.159474473447
86,151382818,1,0,6422295,643.0,0.0850458517671,125.160003662,5.22926473618,5344.0,5.22926473618,0.0850458517671
87,309042679,1,2,114073,1192.19995117,0.113221332431,163.669998169,14.2857942581,2394.0,14.2857942581,0.113221332431
88,535446566,1,0,2941284,627.200012207,0.258514791727,134.360992432,9.18744182587,9101.0,9.18744182587,0.258514791727
89,297586262,1,0,56331,705.400024414,0.296967089176,133.897003174,7.887362957,14261.0,7.887362957,0.296967089176
90,615471152,1,2,1086745,689.200012207,0.0825555250049,143.0,12.2523546219,2405.0,12.0599088669,0.0944653972983
91,530825715,1,2,1086745,811.0,0.106375269592,149.0,11.8674631119,3044.0,12.0599088669,0.0944653972983
92,79032006,1,0,4198916,1075.23010254,0.307989269495,156.0,8.50669193268,12029.0,8.50669193268,0.307989269495
93,617496438,1,0,2699896,716.181030273,0.237217873335,147.011993408,8.13734054565,10896.0,8.73684732119,0.211891421427
94,267273868,1,0,2699896,792.130004883,0.294160306454,165.401000977,8.35952281952,12619.0,8.73684732119,0.211891421427
95,267273976,1,0,2699896,773.380981445,0.21721188724,159.819000244,7.89478206635,10467.0,8.73684732119,0.211891421427
96,267273928,1,0,2699896,665.236022949,0.266800522804,163.009002686,8.4889383316,11260.0,8.73684732119,0.211891421427
97,278664863,1,2,2699896,625.337036133,0.10488242656,168.725997925,12.9401702881,2708.0,8.73684732119,0.211891421427
98,633778604,1,0,2699896,720.510986328,0.151075512171,134.205993652,6.60032987595,8661.0,8.73684732119,0.211891421427
99,269898742,1,0,1847703,746.0,0.353657245636,168.789993286,8.43695068359,13879.0,7.92426276207,0.393263608217
100,334444716,1,0,1847703,619.0,0.432869970798,159.380004883,7.41157484055,19962.0,7.92426276207,0.393263608217
101,506330189,1,1,732008,1218.79992676,0.114936962724,0.0,3.08871173859,15060.0,3.81412005424,0.110021181405
102,219715454,1,0,732008,851.200012207,0.105105400085,161.0,4.5395283699,8978.0,3.81412005424,0.110021181405
103,641754029,1,0,3088466,801.0,0.738623976707,145.557006836,7.49382305145,34754.0,7.49382305145,0.738623976707
104,561966281,1,2,5095069,602.799987793,0.103131093085,159.0,10.2888936996,3226.0,10.2888936996,0.103131093085
105,537171635,1,2,6582710,615.200012207,0.126599639654,145.0,12.2567234039,3273.0,12.2567234039,0.126599639654
106,538035469,1,0,1707239,725.400024414,0.178290903568,117.0,4.50538492203,15882.0,4.50538492203,0.178290903568
107,268063064,1,2,7430612,618.200012207,0.110453546047,150.272994995,9.45895576477,4285.0,9.45895576477,0.110453546047
108,458534535,1,2,4296404,1015.59997559,0.225834429264,153.557006836,12.3183059692,5743.0,12.3183059692,0.225834429264
109,326977116,1,0,1342020,630.400024414,0.205826699734,139.93800354,7.17928314209,12136.0,7.08722905318,0.165239663795
110,524448730,1,0,1342020,929.200012207,0.185308098793,127.0,4.09765386581,19888.0,7.08722905318,0.165239663795
111,320514665,1,2,1342020,685.0,0.224683001637,144.938995361,9.14167499542,10217.0,7.08722905318,0.165239663795
112,325553893,1,0,1342020,795.599975586,0.263248860836,152.218002319,7.30669355392,21952.0,7.08722905318,0.165239663795
113,415218159,1,0,1342020,641.849975586,0.104310102761,138.0,4.85055112839,8546.0,7.08722905318,0.165239663795
114,320514421,1,2,1342020,603.399963379,0.17993208766,153.065994263,9.51462745667,8782.0,7.08722905318,0.165239663795
115,286114605,1,0,1342020,629.399963379,0.121906831861,154.261993408,4.63650465012,15410.0,7.08722905318,0.165239663795
116,269894023,1,0,1342020,647.200012207,0.106405071914,135.565994263,4.18941259384,10697.0,7.08722905318,0.165239663795
117,290749628,1,2,1342020,610.0,0.0942932590842,148.169006348,10.1941843033,4782.0,7.08722905318,0.165239663795
118,459910318,1,0,1342020,605.200012207,0.155800536275,142.0,7.97962903976,9182.0,7.08722905318,0.165239663795
119,269893176,1,0,1342020,674.399963379,0.129018217325,140.87399292,5.83052682877,9364.0,7.08722905318,0.165239663795
120,355150549,1,2,1342020,746.399963379,0.212143197656,150.322006226,10.1260070801,8375.0,7.08722905318,0.165239663795
121,413829155,1,0,3537163,1080.79992676,0.125095903873,121.0,5.02653694153,11049.0,5.02653694153,0.125095903873
122,185767628,1,0,7313790,890.200012207,0.160824134946,141.695007324,4.5170173645,13121.0,4.5170173645,0.160824134946
123,153555593,1,2,7382493,835.0,0.150508955121,144.430999756,12.3180971146,4259.0,12.3180971146,0.150508955121
124,453977163,1,0,13338915,777.799987793,0.0648263841867,176.0,6.30780792236,3310.0,6.30780792236,0.0648263841867
125,608972493,1,2,8621055,663.599975586,0.140686124563,137.0,9.14902019501,4409.0,9.14902019501,0.140686124563
126,271634883,1,2,12615249,965.399963379,0.108984544873,154.444000244,11.4771165848,3537.0,11.4771165848,0.108984544873
127,407467743,1,2,4584909,762.400024414,0.460674852133,144.509002686,11.06432724,12099.0,11.06432724,0.460674852133
128,466282408,1,0,3082409,866.200012207,0.0768928155303,130.0,7.0850815773,2916.0,7.46441030502,0.0719273686409
129,466282382,1,0,3082409,687.800048828,0.0669619217515,137.0,7.84373903275,2206.0,7.46441030502,0.0719273686409
130,440571073,1,0,10917968,601.200012207,0.157590448856,139.0,7.28191137314,7907.0,7.28191137314,0.157590448856
131,418674332,1,2,6113340,1024.80004883,0.103930868208,169.93800354,11.777302742,2546.0,11.760614713,0.134137630463
132,436047071,1,2,6113340,1080.59997559,0.121551625431,142.634994507,11.8840618134,3225.0,11.760614713,0.134137630463
133,452222659,1,2,6113340,1024.59997559,0.176930397749,143.417007446,11.6204795837,4671.0,11.760614713,0.134137630463
134,349433255,1,0,2155614,699.599975586,0.322093099356,138.192993164,5.77123403549,21513.0,6.18076682091,0.263489834964
135,490724018,1,0,2155614,802.799987793,0.204886570573,143.0,6.59029960632,11887.0,6.18076682091,0.263489834964
136,302506237,3,1,4133458,75.5999984741,0.172288790345,147.182998657,9.24013805389,5676.0,11.2188193003,0.157150092224
137,301848152,3,0,4133458,146.199996948,0.219187021255,156.804000854,11.0068826675,7215.0,11.2188193003,0.157150092224
138,511979587,3,1,4133458,66.5999984741,0.136527478695,137.87399292,9.46578788757,4553.0,11.2188193003,0.157150092224
139,336451617,3,0,4133458,63.2000007629,0.164963111281,119.102996826,12.453622818,3922.0,11.2188193003,0.157150092224
140,449565189,3,0,4133458,54.2000007629,0.1631911695,159.14100647,12.9064846039,4936.0,11.2188193003,0.157150092224
141,446832549,3,0,4133458,87.1999969482,0.0867429822683,142.0,12.2399997711,3298.0,11.2188193003,0.157150092224
142,635133379,3,0,777141,75.0,0.200490966439,136.776000977,11.7940816879,5734.0,12.1562072118,0.200177261233
143,428418174,3,0,777141,78.0,0.200641512871,134.0,11.5637111664,5917.0,12.1562072118,0.200177261233
144,614077396,3,0,777141,64.0,0.200018465519,138.81300354,11.7313318253,5882.0,12.1562072118,0.200177261233
145,459130647,3,0,777141,68.0,0.200091287494,142.0,12.6480989456,5351.0,12.1562072118,0.200177261233
146,405036940,3,0,777141,71.0,0.199975848198,149.0,12.5109710693,5431.0,12.1562072118,0.200177261233
147,356260977,3,0,777141,71.0,0.200617447495,147.0,12.1488676071,5561.0,12.1562072118,0.200177261233
148,339741252,3,0,777141,75.0,0.1996832937,138.0,11.3485536575,5913.0,12.1562072118,0.200177261233
149,474050728,3,0,777141,83.0,0.200593993068,139.0,12.7054824829,5375.0,12.1562072118,0.200177261233
150,557275196,3,0,777141,76.0,0.200491502881,135.0,11.8225975037,5717.0,12.1562072118,0.200177261233
151,403257906,3,0,777141,65.0,0.200486674905,137.0,11.8190107346,5701.0,12.1562072118,0.200177261233
152,464014243,3,0,777141,73.0,0.200529709458,141.0,12.2203636169,5543.0,12.1562072118,0.200177261233
153,543753453,3,0,777141,73.0,0.200040236115,135.0,11.8895578384,5672.0,12.1562072118,0.200177261233
154,610205838,3,0,777141,67.0,0.199605822563,136.419006348,11.8643455505,5659.0,12.1562072118,0.200177261233
155,424456207,3,0,777141,70.0,0.199903383851,147.0,12.8320913315,5235.0,12.1562072118,0.200177261233
156,342454263,3,0,777141,74.0,0.199488773942,157.0,13.4440431595,4985.0,12.1562072118,0.200177261233
157,348793482,3,1,9918949,168.300003052,0.0602247677743,168.0,9.12672424316,1934.0,9.12672424316,0.0602247677743
158,291254168,3,1,6601602,121.0,0.151942670345,131.992004395,9.56258869171,7316.0,10.6663227496,0.168738734463
159,422753673,3,0,6601602,154.399993896,0.181687712669,142.839996338,11.5088338852,6162.0,10.6663227496,0.168738734463
160,416368096,3,0,6601602,60.2000007629,0.178361937404,146.348999023,11.8398599625,5062.0,10.6663227496,0.168738734463
161,184085553,3,1,6601602,52.2000007629,0.18284599483,139.593994141,10.1313772202,7158.0,10.6663227496,0.168738734463
162,491752257,3,0,6601602,107.400009155,0.130070835352,140.149993896,11.6170225143,4046.0,10.6663227496,0.168738734463
163,172954729,3,1,6601602,72.1999969482,0.188335120678,137.914993286,10.0966186523,7599.0,10.6663227496,0.168738734463
164,225074178,3,0,6601602,56.3999977112,0.200584813952,154.093994141,11.3493261337,6857.0,10.6663227496,0.168738734463
165,370433293,3,1,6601602,46.4000015259,0.183840751648,129.093002319,9.78540039062,6007.0,10.6663227496,0.168738734463
166,317754469,3,0,6601602,80.5999984741,0.133535996079,162.473007202,11.3114347458,3913.0,10.6663227496,0.168738734463
167,554915313,3,0,6601602,100.400001526,0.218788713217,161.477005005,12.5877904892,6446.0,10.6663227496,0.168738734463
168,338846632,3,1,6601602,146.399993896,0.119522660971,124.929000854,8.9019947052,5245.0,10.6663227496,0.168738734463
169,370995258,3,1,6601602,53.4000015259,0.205150321126,129.192993164,9.32438373566,7223.0,10.6663227496,0.168738734463
170,252668305,3,0,6601602,45.4000015259,0.206412211061,146.356994629,11.3113269806,7760.0,10.6663227496,0.168738734463
171,170915940,3,1,6601602,79.8000030518,0.140111848712,133.792999268,9.97802257538,5893.0,10.6663227496,0.168738734463
172,114680847,3,1,6601602,60.5999984741,0.140980809927,137.647994995,9.31497955322,6624.0,10.6663227496,0.168738734463
173,279114157,3,0,6601602,106.599998474,0.117518916726,153.251998901,11.9318237305,6193.0,10.6663227496,0.168738734463
174,481274327,3,1,6601602,178.800003052,0.169222861528,134.503997803,10.0593852997,6044.0,10.6663227496,0.168738734463
175,172601355,3,1,6601602,53.4000015259,0.183292850852,136.837997437,9.89447212219,7789.0,10.6663227496,0.168738734463
176,292909764,3,0,6601602,181.800003052,0.1937071383,161.813995361,11.7205381393,6633.0,10.6663227496,0.168738734463
177,263395571,3,0,6601602,50.4000015259,0.168665215373,186.727005005,12.2101545334,5469.0,10.6663227496,0.168738734463
178,449492746,3,0,6601602,77.4000015259,0.11506703496,154.162994385,11.6342754364,3532.0,10.6663227496,0.168738734463
179,316209301,3,1,6601602,79.5999984741,0.175664827228,136.445999146,9.0198469162,6504.0,10.6663227496,0.168738734463
180,288638820,3,1,6601602,90.4000015259,0.195679649711,138.761001587,10.2339668274,7082.0,10.6663227496,0.168738734463
181,323545050,3,0,7017288,69.6955032349,0.154756352305,140.613006592,11.3978719711,4081.0,11.1345799764,0.169767593344
182,490458647,3,0,7017288,65.1999969482,0.201714470983,147.0,11.2857942581,6064.0,11.1345799764,0.169767593344
183,244549376,3,0,7017288,82.1922988892,0.152831956744,138.0,10.7200737,4651.0,11.1345799764,0.169767593344
184,165518710,3,0,8635507,83.0,0.141945123672,169.0,10.5496673584,4152.0,10.9828691483,0.112595256418
185,215685735,3,0,8635507,175.0,0.0832453891635,159.0,11.4160709381,2360.0,10.9828691483,0.112595256418
186,453254209,3,2,2336853,50.0,0.189685419202,0.0,11.5446596146,6254.0,11.901409785,0.148611865938
187,614806872,3,2,2336853,75.4000015259,0.136493191123,0.0,11.6699037552,4339.0,11.901409785,0.148611865938
188,480043815,3,2,2336853,65.8000030518,0.140405386686,0.0,11.6814308167,4328.0,11.901409785,0.148611865938
189,512090446,3,2,2336853,51.6000022888,0.166238501668,0.0,12.9633655548,4557.0,11.901409785,0.148611865938
190,480042072,3,2,2336853,66.4000015259,0.13115426898,0.0,11.4656763077,4458.0,11.901409785,0.148611865938
191,512094862,3,2,2336853,78.8000030518,0.127694427967,0.0,12.0834226608,4838.0,11.901409785,0.148611865938
192,542484094,3,1,9889560,47.3999977112,0.2017493397,119.0,10.0922861099,6068.0,11.3046388626,0.185514916976
193,501719761,3,2,9889560,44.0,0.193870231509,0.0,12.2055835724,4909.0,11.3046388626,0.185514916976
194,521849382,3,2,9889560,62.0,0.16092517972,0.0,11.6160469055,4189.0,11.3046388626,0.185514916976
195,218506613,3,0,2915343,77.1999969482,0.128371953964,147.604995728,11.3629369736,5034.0,10.7491303853,0.130717780175
196,60216574,3,1,2915343,113.400001526,0.0450344271958,189.929992676,8.37246322632,1838.0,10.7491303853,0.130717780175
197,534358546,3,0,2915343,144.599990845,0.143224775791,149.0,11.2259702682,3963.0,10.7491303853,0.130717780175
198,60216556,3,1,2915343,102.400001526,0.0404188707471,169.093002319,8.14458751678,1967.0,10.7491303853,0.130717780175
199,530156788,3,0,2915343,73.8000030518,0.132482543588,151.0,11.6051616669,3573.0,10.7491303853,0.130717780175
200,61163759,3,1,2915343,76.799987793,0.0709759071469,126.580001831,8.75516891479,4717.0,10.7491303853,0.130717780175
201,196970709,3,0,2915343,56.5999984741,0.161891639233,146.458999634,11.2039356232,4316.0,10.7491303853,0.130717780175
202,459915013,3,0,2915343,68.4000015259,0.118512451649,155.0,11.5488195419,3216.0,10.7491303853,0.130717780175
203,287773759,3,0,2915343,52.4000015259,0.19497808814,153.317001343,11.5786933899,5926.0,10.7491303853,0.130717780175
204,481999375,3,0,2915343,74.8000030518,0.132495805621,152.0,11.3380994797,3757.0,10.7491303853,0.130717780175
205,28112944,3,0,2915343,107.199996948,0.125257834792,151.761001587,11.5623979568,3294.0,10.7491303853,0.130717780175
206,475736066,3,0,2915343,78.0,0.194421827793,150.0,10.8375205994,5304.0,10.7491303853,0.130717780175
207,541982724,3,0,2915343,92.5999984741,0.143464997411,150.0,11.5416164398,4134.0,10.7491303853,0.130717780175
208,42271297,3,0,2915343,117.600013733,0.198517799377,151.522994995,11.4104537964,5515.0,10.7491303853,0.130717780175
209,247823182,3,0,510054,123.599998474,0.0812074169517,140.401992798,13.1484746933,1921.0,12.5191472371,0.101693327228
210,188963133,3,0,510054,214.199996948,0.138392224908,169.774002075,11.7285079956,3498.0,12.5191472371,0.101693327228
211,208200027,3,0,510054,76.0000076294,0.0854803398252,170.690994263,12.6804590225,2059.0,12.5191472371,0.101693327228
212,37097233,3,1,584087,62.0050888062,0.151321217418,150.0,8.09313869476,5066.0,8.36084389687,0.130373446271
213,36027794,3,1,584087,79.3087997437,0.146499782801,154.0,8.32010269165,4798.0,8.36084389687,0.130373446271
214,47513271,3,1,584087,85.5573959351,0.138554319739,151.0,8.8799495697,5053.0,8.36084389687,0.130373446271
215,33909522,3,1,584087,82.1926498413,0.0851184651256,145.0,8.15018463135,2778.0,8.36084389687,0.130373446271
216,465999170,3,1,2582984,152.554000854,0.227395147085,128.832992554,9.55798530579,8674.0,9.55798530579,0.227395147085
217,614697116,3,1,9221677,52.0074996948,0.194044306874,78.0,10.2045602798,7055.0,10.3592047691,0.195492275059
218,614676978,3,1,9221677,46.1977500916,0.196940243244,76.0,10.5138492584,6851.0,10.3592047691,0.195492275059
219,319543373,3,1,14018941,104.400001526,0.141247346997,136.0,7.72447967529,5400.0,8.63845586777,0.112585041672
220,319542861,3,1,14018941,79.4000015259,0.0839227363467,146.134994507,9.55243206024,2596.0,8.63845586777,0.112585041672
221,1718239,3,0,280024,111.513000488,0.200258925557,168.0,12.2410879135,5030.0,12.576716423,0.134866267443
222,319512203,3,0,280024,77.0,0.0805925279856,169.92199707,12.7453927994,1807.0,12.576716423,0.134866267443
223,319511503,3,0,280024,95.0,0.104292906821,166.460998535,12.3925943375,2387.0,12.576716423,0.134866267443
224,2462003,3,0,280024,124.490829468,0.143862336874,166.0,13.4410963058,3403.0,12.576716423,0.134866267443
225,5435167,3,0,280024,77.3859024048,0.127247035503,187.0,11.8925867081,2861.0,12.576716423,0.134866267443
226,2566374,3,0,280024,161.982498169,0.17049728334,171.0,12.8227071762,4156.0,12.576716423,0.134866267443
227,347380218,3,0,280024,99.0,0.127998962998,168.955001831,12.7727031708,3066.0,12.576716423,0.134866267443
228,11202113,3,0,280024,104.783950806,0.0906467959285,172.0,11.724108696,2230.0,12.576716423,0.134866267443
229,5604223,3,0,280024,71.1376037598,0.154990628362,176.0,12.1610975266,3361.0,12.576716423,0.134866267443
230,117746367,3,0,280024,66.81199646,0.12992246449,171.0,12.8854761124,2676.0,12.576716423,0.134866267443
231,168053760,3,0,280024,135.545501709,0.107752770185,170.0,12.506029129,2641.0,12.576716423,0.134866267443
232,115454217,3,0,280024,59.1205978394,0.1364646703,174.0,12.9235429764,2918.0,12.576716423,0.134866267443
233,37861474,3,0,280024,62.4860992432,0.14255617559,174.0,12.9352226257,2849.0,12.576716423,0.134866267443
234,197467372,3,0,280024,64.8892974854,0.159314602613,172.0,12.4499416351,3326.0,12.576716423,0.134866267443
235,2875614,3,0,280024,124.01020813,0.146595925093,167.0,12.7571592331,3484.0,12.576716423,0.134866267443
236,320088199,3,0,519257,131.800003052,0.0607485547662,173.169006348,10.9280900955,1525.0,10.9280900955,0.0607485547662
237,11867700,3,1,866771,102.379997253,0.0633313804865,143.298995972,9.63766479492,2446.0,12.5980678499,0.138100513723
238,78719261,3,0,866771,79.3087997437,0.109455659986,144.186004639,11.766453743,3316.0,12.5980678499,0.138100513723
239,11867669,3,0,866771,105.744499207,0.125054344535,147.889007568,12.6174669266,3823.0,12.5980678499,0.138100513723
240,55799720,3,0,866771,93.2481002808,0.160548686981,146.223999023,11.1813440323,5332.0,12.5980678499,0.138100513723
